CRN,SUBJ,CRSE,TITLE,DAYS,START TIME,END TIME,BLDG,ROOM,INSTRUCTOR,START DATE,END DATE,WEEKS,SEATS LEFT,STATUS
30227,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,W,9:25 AM,12:35 PM,MIRA,S6213,,01/29/2018,05/26/2018,16,2,PAST ADD DATE
30228,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,MW,11:10 AM,12:35 PM,MIRA,S5103,"BELKNAP, T",01/29/2018,05/26/2018,16,3,PAST ADD DATE
30228,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,M,1:35 PM,4:45 PM,MIRA,S6213,,01/29/2018,05/26/2018,16,3,PAST ADD DATE
88093,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,TTH,11:10 AM,12:35 PM,MIRA,S5103,"HURLEY, S",01/29/2018,05/26/2018,16,2,PAST ADD DATE
88093,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,T,1:35 PM,4:45 PM,MIRA,S6213,,01/29/2018,05/26/2018,16,2,PAST ADD DATE
30229,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,MW,11:10 AM,12:35 PM,MIRA,S5103,"BELKNAP, T",01/29/2018,05/26/2018,16,4,PAST ADD DATE
30229,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,W,1:35 PM,4:45 PM,MIRA,S6213,,01/29/2018,05/26/2018,16,4,PAST ADD DATE
88109,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,TTH,11:10 AM,12:35 PM,MIRA,S5103,"HURLEY, S",01/29/2018,05/26/2018,16,7,PAST ADD DATE
88109,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,TH,1:35 PM,4:45 PM,MIRA,S6213,,01/29/2018,05/26/2018,16,7,PAST ADD DATE
88114,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,MW,5:00 PM,6:25 PM,MIRA,S5103,"LAIN, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
88114,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,M,6:35 PM,9:40 PM,MIRA,S6213,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
77088,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,TTH,5:00 PM,6:25 PM,MIRA,S5103,"TAM, T",01/29/2018,05/26/2018,16,5,PAST ADD DATE
77088,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,T,6:35 PM,9:45 PM,MIRA,S6213,,01/29/2018,05/26/2018,16,5,PAST ADD DATE
88123,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,MW,5:00 PM,6:25 PM,MIRA,S5103,"LAIN, A",01/29/2018,05/26/2018,16,3,PAST ADD DATE
88123,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,W,6:35 PM,9:40 PM,MIRA,S6213,,01/29/2018,05/26/2018,16,3,PAST ADD DATE
94101,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,TTH,5:00 PM,6:25 PM,MIRA,S5103,"TAM, T",01/29/2018,05/26/2018,16,5,PAST ADD DATE
94101,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,TH,6:35 PM,9:45 PM,MIRA,S6213,,01/29/2018,05/26/2018,16,5,PAST ADD DATE
36014,BIOL,210B,HONORS: INTRO TO BIOL SCI II,MW,7:50 AM,9:15 AM,MIRA,S6107,"LINDGREN, E",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36014,BIOL,210B,HONORS: INTRO TO BIOL SCI II,M,9:25 AM,12:35 PM,MIRA,S6212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
36015,BIOL,210B,HONORS: INTRO TO BIOL SCI II,MW,7:50 AM,9:15 AM,MIRA,S6107,"LINDGREN, E",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36015,BIOL,210B,HONORS: INTRO TO BIOL SCI II,W,9:25 AM,12:35 PM,MIRA,S6212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
36016,BIOL,210B,HONORS: INTRO TO BIOL SCI II,TTH,5:00 PM,6:25 PM,MIRA,S6107,"MADRAK, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36016,BIOL,210B,HONORS: INTRO TO BIOL SCI II,T,6:35 PM,9:45 PM,MIRA,S6212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
30222,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,MW,7:50 AM,9:15 AM,MIRA,S6107,"LINDGREN, E",01/29/2018,05/26/2018,16,0,PAST ADD DATE
30222,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,M,9:25 AM,12:35 PM,MIRA,S6212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
30223,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,MW,7:50 AM,9:15 AM,MIRA,S6107,"LINDGREN, E",01/29/2018,05/26/2018,16,0,PAST ADD DATE
30223,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,W,9:25 AM,12:35 PM,MIRA,S6212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
89930,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,TTH,8:00 AM,9:25 AM,MIRA,S5108,"CEN, H",01/29/2018,05/26/2018,16,0,PAST ADD DATE
89930,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,T,9:35 AM,12:40 PM,MIRA,S6212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
75402,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,TTH,8:00 AM,9:25 AM,MIRA,S5108,"CEN, H",01/29/2018,05/26/2018,16,0,PAST ADD DATE
75402,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,TH,9:35 AM,12:40 PM,MIRA,S6212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
84664,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,TTH,5:00 PM,6:25 PM,MIRA,S6107,"MADRAK, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
84664,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,T,6:35 PM,9:45 PM,MIRA,S6212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
84670,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,TTH,5:00 PM,6:25 PM,MIRA,S6107,"MADRAK, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
84670,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,TH,6:35 PM,9:45 PM,MIRA,S6212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
76090,BIOL,230,HUMAN ANATOMY,MW,8:00 AM,12:15 PM,MIRA,S6209,"ERICKSON, R",01/29/2018,05/26/2018,16,1,PAST ADD DATE
84688,BIOL,230,HUMAN ANATOMY,TTH,8:00 AM,12:15 PM,MIRA,S6209,"SANCHEZ, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
3906,BIOL,230,HUMAN ANATOMY,FS,8:00 AM,12:15 PM,MIRA,S5212,"RICE, S",01/29/2018,05/26/2018,16,2,PAST ADD DATE
43282,BIOL,230,HUMAN ANATOMY,MW,12:45 PM,4:50 PM,MIRA,S6209,"WRIGHT, T",01/29/2018,05/26/2018,16,5,PAST ADD DATE
30225,BIOL,230,HUMAN ANATOMY,TTH,12:45 PM,4:50 PM,MIRA,S6209,"BLOXTON, R",01/29/2018,05/26/2018,16,3,PAST ADD DATE
73410,BIOL,230,HUMAN ANATOMY,TTH,12:45 PM,4:50 PM,MIRA,S5212,"TRUBOVITZ, D",01/29/2018,05/26/2018,16,0,PAST ADD DATE
3935,BIOL,230,HUMAN ANATOMY,FS,12:45 PM,5:00 PM,MIRA,S5212,"LIBRANDE, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
95594,BIOL,230,HUMAN ANATOMY,MW,5:30 PM,9:45 PM,MIRA,S6209,"ABITRIA, R",01/29/2018,05/26/2018,16,0,PAST ADD DATE
35030,BIOL,230,HUMAN ANATOMY,TTH,5:30 PM,9:45 PM,MIRA,S6209,"AHRAR, M",01/29/2018,05/26/2018,16,0,PAST ADD DATE
96388,BIOL,230,HUMAN ANATOMY,TTH,5:30 PM,9:45 PM,MIRA,S5212,"MCJILTON, W",01/29/2018,05/26/2018,16,0,PAST ADD DATE
94376,BIOL,231,MEDIA EXPERIENCE/HUMAN ANATOMY,TBA,0:00,0:00,MIRA,S6209,"MCMAHON, M",01/29/2018,05/26/2018,16,27,ADD CODE REQUIRED
61764,BIOL,235,HUMAN PHYSIOLOGY,MW,11:10 AM,12:35 PM,MIRA,M108,"SANCHEZ, J",01/29/2018,05/26/2018,16,3,PAST ADD DATE
61764,BIOL,235,HUMAN PHYSIOLOGY,M,7:50 AM,11:00 AM,MIRA,S5212,,01/29/2018,05/26/2018,16,3,PAST ADD DATE
61770,BIOL,235,HUMAN PHYSIOLOGY,MW,11:10 AM,12:35 PM,MIRA,M108,"SANCHEZ, J",01/29/2018,05/26/2018,16,6,PAST ADD DATE
61770,BIOL,235,HUMAN PHYSIOLOGY,W,7:50 AM,11:00 AM,MIRA,S5212,"MCMAHON, M",01/29/2018,05/26/2018,16,6,PAST ADD DATE
30202,BIOL,235,HUMAN PHYSIOLOGY,MW,1:30 PM,2:55 PM,MIRA,S5203,"SANCHEZ, J",01/29/2018,05/26/2018,16,4,PAST ADD DATE
30202,BIOL,235,HUMAN PHYSIOLOGY,M,3:10 PM,6:20 PM,MIRA,S5212,"ERICKSON, R",01/29/2018,05/26/2018,16,4,PAST ADD DATE
30203,BIOL,235,HUMAN PHYSIOLOGY,MW,1:30 PM,2:55 PM,MIRA,S5203,"SANCHEZ, J",01/29/2018,05/26/2018,16,8,PAST ADD DATE
30203,BIOL,235,HUMAN PHYSIOLOGY,W,3:10 PM,6:20 PM,MIRA,S5212,,01/29/2018,05/26/2018,16,8,PAST ADD DATE
3941,BIOL,235,HUMAN PHYSIOLOGY,MW,3:00 PM,4:25 PM,MIRA,S5207,"PENTEK, J",01/29/2018,05/26/2018,16,8,PAST ADD DATE
3941,BIOL,235,HUMAN PHYSIOLOGY,M,11:30 AM,2:40 PM,MIRA,S5212,,01/29/2018,05/26/2018,16,8,PAST ADD DATE
3953,BIOL,235,HUMAN PHYSIOLOGY,MW,3:00 PM,4:25 PM,MIRA,S5207,"PENTEK, J",01/29/2018,05/26/2018,16,11,PAST ADD DATE
3953,BIOL,235,HUMAN PHYSIOLOGY,W,11:30 AM,2:40 PM,MIRA,S5212,,01/29/2018,05/26/2018,16,11,PAST ADD DATE
94116,BIOL,235,HUMAN PHYSIOLOGY,MW,5:00 PM,6:25 PM,MIRA,S6107,"WOO, M",01/29/2018,05/26/2018,16,2,PAST ADD DATE
94116,BIOL,235,HUMAN PHYSIOLOGY,M,6:35 PM,9:45 PM,MIRA,S5212,,01/29/2018,05/26/2018,16,2,PAST ADD DATE
97363,BIOL,235,HUMAN PHYSIOLOGY,MW,5:00 PM,6:25 PM,MIRA,S6107,"WOO, M",01/29/2018,05/26/2018,16,0,PAST ADD DATE
97363,BIOL,235,HUMAN PHYSIOLOGY,W,6:35 PM,9:45 PM,MIRA,S5212,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
46333,BIOL,277D,SERVICE LEARNING - BIOLOGY,TBA,0:00,0:00,MIRA,CLSRM,"BOWERS, R",01/29/2018,05/26/2018,16,5,PAST ADD DATE
31016,BLAS,140A,HIST U.S./BLACK PERSPECTIVES,TBA,0:00,0:00,MIRA,WEB,"ODOM, M",01/29/2018,05/26/2018,16,17,PAST ADD DATE
52160,BLAS,140A,HIST U.S./BLACK PERSPECTIVES,TBA,0:00,0:00,MIRA,WEB,"WEST, C",01/29/2018,05/26/2018,16,18,PAST ADD DATE
68673,BLAS,140B,HIST U.S./BLACK PERSPECTIVES,TTH,2:20 PM,3:45 PM,MIRA,H102,"WEST, C",01/29/2018,05/26/2018,16,7,PAST ADD DATE
40132,BUSE,100,INTRODUCTION TO BUSINESS,TBA,0:00,0:00,MIRA,WEB,"REMESHA, L",04/02/2018,05/26/2018,8,0,PAST ADD DATE
58603,BUSE,100,INTRODUCTION TO BUSINESS,TBA,0:00,0:00,MIRA,WEB,"DURKEE, M",01/29/2018,05/26/2018,16,13,PAST ADD DATE
64302,BUSE,100,INTRODUCTION TO BUSINESS,TBA,0:00,0:00,MIRA,WEB,STAFF,01/29/2018,05/26/2018,16,45,CANCELLED
80481,BUSE,100,INTRODUCTION TO BUSINESS,TTH,9:35 AM,11:00 AM,MIRA,M108,"WILHELM, D",01/29/2018,05/26/2018,16,11,PAST ADD DATE
77284,BUSE,100,INTRODUCTION TO BUSINESS,MW,11:10 AM,12:35 PM,MIRA,M204,"CHARNOV, B",01/29/2018,05/26/2018,16,12,PAST ADD DATE
6691,BUSE,100,INTRODUCTION TO BUSINESS,MW,5:00 PM,8:20 PM,MCASM,CLSRM,"HALL, T",01/29/2018,03/24/2018,8,26,PAST ADD DATE
40155,BUSE,100,INTRODUCTION TO BUSINESS,TH,6:35 PM,9:45 PM,MIRA,M105,"HAHN, L",04/02/2018,05/26/2018,8,33,PAST ADD DATE
40155,BUSE,100,INTRODUCTION TO BUSINESS,TBA,0:00,0:00,MIRA,WEB,,04/02/2018,05/26/2018,8,33,PAST ADD DATE
96565,BUSE,100,INTRODUCTION TO BUSINESS,TH,6:35 PM,9:45 PM,MIRA,M105,STAFF,01/29/2018,05/26/2018,16,45,CANCELLED
57832,BUSE,101,BUSINESS MATHEMATICS,TBA,0:00,0:00,MIRA,WEB,"WILHELM, D",01/29/2018,05/26/2018,16,11,PAST ADD DATE
97034,BUSE,101,BUSINESS MATHEMATICS,TBA,0:00,0:00,MIRA,WEB,"DURKEE, M",01/29/2018,05/26/2018,16,19,PAST ADD DATE
69887,BUSE,115,STATISTICS FOR BUSINESS,MW,11:10 AM,12:35 PM,MIRA,M105,"KALESCKY, D",01/29/2018,05/26/2018,16,13,PAST ADD DATE
40149,BUSE,119,BUSINESS COMMUNICATIONS,TBA,0:00,0:00,MIRA,WEB,"MESSIER, C",02/26/2018,05/26/2018,12,25,PAST ADD DATE
47238,BUSE,119,BUSINESS COMMUNICATIONS,TBA,0:00,0:00,MIRA,WEB,STAFF,01/29/2018,05/26/2018,16,40,CANCELLED
64317,BUSE,119,BUSINESS COMMUNICATIONS,TBA,0:00,0:00,MIRA,WEB,"WILHELM, D",01/29/2018,05/26/2018,16,3,PAST ADD DATE
97735,BUSE,119,BUSINESS COMMUNICATIONS,TBA,0:00,0:00,MIRA,WEB,"SIMPSON, D",01/29/2018,05/26/2018,16,7,PAST ADD DATE
47168,BUSE,119,BUSINESS COMMUNICATIONS,MW,9:35 AM,11:00 AM,MIRA,M103,"SHORT, D",01/29/2018,05/26/2018,16,0,PAST ADD DATE
91991,BUSE,119,BUSINESS COMMUNICATIONS,TTH,11:10 AM,12:35 PM,MIRA,M105,"HAHN, L",01/29/2018,05/26/2018,16,5,PAST ADD DATE
6702,BUSE,119,BUSINESS COMMUNICATIONS,MW,5:00 PM,8:10 PM,MCASM,CLSRM,STAFF,04/02/2018,05/26/2018,8,35,CANCELLED
36017,BUSE,119,HONORS: BUSINESS COMMNCTNS,MW,9:35 AM,11:00 AM,MIRA,M103,"SHORT, D",01/29/2018,05/26/2018,16,0,PAST ADD DATE
30023,BUSE,120,PERSONAL FINANCE MANAGEMENT,TBA,0:00,0:00,MIRA,WEB,"KALESCKY, D",01/29/2018,05/26/2018,16,14,PAST ADD DATE
35080,BUSE,120,PERSONAL FINANCE MANAGEMENT,TBA,0:00,0:00,MIRA,WEB,"SHORT, D",01/29/2018,03/24/2018,8,9,PAST ADD DATE
40104,BUSE,120,PERSONAL FINANCE MANAGEMENT,TBA,0:00,0:00,MIRA,WEB,"KALESCKY, D",04/02/2018,05/26/2018,8,13,PAST ADD DATE
4146,BUSE,120,PERSONAL FINANCE MANAGEMENT,MW,9:35 AM,11:00 AM,MIRA,M105,STAFF,01/29/2018,05/26/2018,16,45,CANCELLED
69902,BUSE,120,PERSONAL FINANCE MANAGEMENT,TH,6:35 PM,9:45 PM,MIRA,M101,"WILHELM, D",01/29/2018,05/26/2018,16,26,PAST ADD DATE
62605,BUSE,140,BUSINESS LAW & THE LEGAL ENVIR,TBA,0:00,0:00,MIRA,WEB,"MANOR, M",01/29/2018,05/26/2018,16,5,PAST ADD DATE
69876,BUSE,140,BUSINESS LAW & THE LEGAL ENVIR,TBA,0:00,0:00,MIRA,WEB,"HARRISON, P",01/29/2018,03/24/2018,8,5,PAST ADD DATE
90840,BUSE,140,BUSINESS LAW & THE LEGAL ENVIR,TBA,0:00,0:00,MIRA,WEB,"HARRISON, P",01/29/2018,05/26/2018,16,11,PAST ADD DATE
94994,BUSE,140,BUSINESS LAW & THE LEGAL ENVIR,TBA,0:00,0:00,MIRA,WEB,"MANOR, M",04/02/2018,05/26/2018,8,0,PAST ADD DATE
86500,BUSE,140,BUSINESS LAW & THE LEGAL ENVIR,MW,11:10 AM,12:35 PM,MIRA,M103,"MANOR, M",01/29/2018,05/26/2018,16,0,PAST ADD DATE
4294,BUSE,140,BUSINESS LAW & THE LEGAL ENVIR,W,6:35 PM,9:45 PM,MIRA,M103,"WROBLEWSKI, M",01/29/2018,05/26/2018,16,20,PAST ADD DATE
81108,BUSE,150,HUMAN RELATIONS IN BUSINESS,TBA,0:00,0:00,MIRA,WEB,"MCCORKELL, F",01/29/2018,05/26/2018,16,28,PAST ADD DATE
4301,BUSE,155,MANAGING THE SMALL BUS,TBA,0:00,0:00,MIRA,WEB,STAFF,01/29/2018,05/26/2018,16,45,CANCELLED
40161,BUSE,155,MANAGING THE SMALL BUS,TBA,0:00,0:00,MIRA,WEB,"WALTER JR., D",04/02/2018,05/26/2018,8,12,PAST ADD DATE
69917,BUSE,155,MANAGING THE SMALL BUS,TBA,0:00,0:00,MIRA,WEB,"ROBERTS JR, D",01/29/2018,03/24/2018,8,32,PAST ADD DATE
4327,BUSE,157,PLAN FOR THE SMALL BUSINESS,TBA,0:00,0:00,MIRA,WEB,"PRESLEY, K",04/02/2018,05/26/2018,8,8,PAST ADD DATE
69926,BUSE,157,PLAN FOR THE SMALL BUSINESS,TBA,0:00,0:00,MIRA,WEB,"PRESLEY, K",01/29/2018,05/26/2018,16,28,PAST ADD DATE
57849,BUSE,201,BUSINESS ORGANIZATION & MGMT,TBA,0:00,0:00,MIRA,WEB,"SHORT, D",01/29/2018,05/26/2018,16,18,PAST ADD DATE
86511,BUSE,201,BUSINESS ORGANIZATION & MGMT,TBA,0:00,0:00,MIRA,WEB,"SHORT, D",04/02/2018,05/26/2018,8,17,PAST ADD DATE
4338,BUSE,270,WORK EXPERIENCE,TBA,0:00,0:00,MIRA,M103,"VASALLO-DUSA, L",02/26/2018,05/26/2018,12,5,PAST ADD DATE
4374,CBTE,128,COMP. MICROSOFT POWERPOINT,TBA,0:00,0:00,MIRA,WEB,"VIERSEN, B",01/29/2018,04/28/2018,12,22,PAST ADD DATE
30022,CBTE,140,MICROSOFT EXCEL,TBA,0:00,0:00,MIRA,WEB,"HAMIDY, W",04/02/2018,05/26/2018,8,5,PAST ADD DATE
75527,CBTE,143,INTERMEDIATE MICROSOFT EXCEL,M,6:35 PM,8:10 PM,MIRA,M105,STAFF,01/29/2018,05/26/2018,16,45,CANCELLED
75527,CBTE,143,INTERMEDIATE MICROSOFT EXCEL,TBA,0:00,0:00,MIRA,WEB,,01/29/2018,05/26/2018,16,45,CANCELLED
73816,CBTE,153,INTERMEDIATE MICROSOFT ACCESS,TBA,0:00,0:00,MIRA,WEB,"MAGPURI, G",02/26/2018,05/26/2018,12,31,PAST ADD DATE
87667,CBTE,165,WEBPAGE CREATION-DREAMWEAVER,TBA,0:00,0:00,MIRA,WEB,"MCKEAN, J",01/29/2018,05/26/2018,16,30,PAST ADD DATE
30029,CBTE,180,MICROSOFT OFFICE,TBA,0:00,0:00,MIRA,WEB,"HAMIDY, W",04/02/2018,05/26/2018,8,13,PAST ADD DATE
42983,CBTE,180,MICROSOFT OFFICE,TBA,0:00,0:00,MIRA,WEB,"HAMIDY, W",01/29/2018,03/24/2018,8,11,PAST ADD DATE
52028,CBTE,210,COMPUTERS IN BUSINESS,TBA,0:00,0:00,MIRA,WEB,"HAMIDY, W",01/29/2018,03/24/2018,8,20,PAST ADD DATE
2288,CHEM,100,FUNDAMENTALS OF CHEMISTRY,TBA,0:00,0:00,MIRA,WEB,"GARCES, F",01/29/2018,05/26/2018,16,48,CANCELLED
35999,CHEM,100,FUNDAMENTALS OF CHEMISTRY,TBA,0:00,0:00,MIRA,WEB,"GARCES, F",01/29/2018,05/26/2018,16,14,PAST ADD DATE
95205,CHEM,100,FUNDAMENTALS OF CHEMISTRY,TTH,11:10 AM,12:35 PM,MIRA,M108,"PLESNIAK, L",01/29/2018,05/26/2018,16,1,PAST ADD DATE
93068,CHEM,100,FUNDAMENTALS OF CHEMISTRY,MW,5:00 PM,6:25 PM,MIRA,S5208,"GARCES, F",01/29/2018,05/26/2018,16,8,PAST ADD DATE
92031,CHEM,100L,FUNDAMENTAL OF CHEM LAB,T,7:50 AM,11:00 AM,MIRA,S5209,"PLESNIAK, L",01/29/2018,05/26/2018,16,5,PAST ADD DATE
43189,CHEM,100L,FUNDAMENTAL OF CHEM LAB,TH,7:50 AM,11:00 AM,MIRA,S5209,"PLESNIAK, L",01/29/2018,05/26/2018,16,2,PAST ADD DATE
2308,CHEM,100L,FUNDAMENTAL OF CHEM LAB,F,7:50 AM,11:00 AM,MIRA,S5209,"DELCAMP, T",01/29/2018,05/26/2018,16,0,PAST ADD DATE
2313,CHEM,100L,FUNDAMENTAL OF CHEM LAB,F,11:30 AM,2:40 PM,MIRA,S5209,"DELCAMP, T",01/29/2018,05/26/2018,16,4,PAST ADD DATE
95198,CHEM,100L,FUNDAMENTAL OF CHEM LAB,M,6:35 PM,9:45 PM,MIRA,S5209,"DUTNALL, R",01/29/2018,05/26/2018,16,7,PAST ADD DATE
92024,CHEM,100L,FUNDAMENTAL OF CHEM LAB,W,6:35 PM,9:45 PM,MIRA,S5209,"MORETTI, J",01/29/2018,05/26/2018,16,6,PAST ADD DATE
84700,CHEM,103,GOB CHEMISTRY,MW,12:15 PM,2:20 PM,MIRA,S5208,"DUTNALL, R",01/29/2018,05/26/2018,16,3,PAST ADD DATE
84700,CHEM,103,GOB CHEMISTRY,M,2:30 PM,5:35 PM,MIRA,S5200,,01/29/2018,05/26/2018,16,3,PAST ADD DATE
6672,CHEM,111,CHEMISTRY IN SOCIETY,TBA,0:00,0:00,MIRA,WEB,"GARCES, F",01/29/2018,05/26/2018,16,18,PAST ADD DATE
87921,CHEM,130,INTRO/ORGANIC & BIOLOGICL CHEM,TTH,11:10 AM,12:35 PM,MIRA,S6103,"BOWERS, R",01/29/2018,05/26/2018,16,2,PAST ADD DATE
2324,CHEM,130,INTRO/ORGANIC & BIOLOGICL CHEM,MW,5:00 PM,6:25 PM,MIRA,M110,"NGUYEN, E",01/29/2018,05/26/2018,16,14,PAST ADD DATE
84802,CHEM,130L,INTRO/ORGANIC/BIOLOGC CHEM LAB,T,7:50 AM,11:00 AM,MIRA,S5202,"BOWERS, R",01/29/2018,05/26/2018,16,0,PAST ADD DATE
87939,CHEM,130L,INTRO/ORGANIC/BIOLOGC CHEM LAB,TH,7:50 AM,11:00 AM,MIRA,S5202,"BOWERS, R",01/29/2018,05/26/2018,16,4,PAST ADD DATE
2331,CHEM,130L,INTRO/ORGANIC/BIOLOGC CHEM LAB,M,6:35 PM,9:45 PM,MIRA,S5202,"NGUYEN, E",01/29/2018,05/26/2018,16,7,PAST ADD DATE
2359,CHEM,130L,INTRO/ORGANIC/BIOLOGC CHEM LAB,W,6:35 PM,9:45 PM,MIRA,S5202,"NGUYEN, E",01/29/2018,05/26/2018,16,7,PAST ADD DATE
42628,CHEM,152,INTRO TO GENERAL CHEMISTRY,MW,9:35 AM,11:00 AM,MIRA,S6103,"CONTRERAS, C",01/29/2018,05/26/2018,16,0,PAST ADD DATE
84766,CHEM,152,INTRO TO GENERAL CHEMISTRY,TTH,9:35 AM,11:00 AM,MIRA,S6103,"SMITH, G",01/29/2018,05/26/2018,16,11,PAST ADD DATE
9080,CHEM,152,INTRO TO GENERAL CHEMISTRY,S,9:35 AM,12:45 PM,MIRA,S5207,"WILLIFORD, A",01/29/2018,05/26/2018,16,6,PAST ADD DATE
42649,CHEM,152,INTRO TO GENERAL CHEMISTRY,MW,11:10 AM,12:35 PM,MIRA,S6107,"HUBERT, E",01/29/2018,05/26/2018,16,27,PAST ADD DATE
84733,CHEM,152,INTRO TO GENERAL CHEMISTRY,TTH,11:10 AM,12:35 PM,MIRA,S5208,"SELCHAU, L",01/29/2018,05/26/2018,16,12,PAST ADD DATE
62471,CHEM,152,INTRO TO GENERAL CHEMISTRY,MW,12:55 PM,2:20 PM,MIRA,M108,"CORRIGAN STEFFEY, A",01/29/2018,05/26/2018,16,28,PAST ADD DATE
61831,CHEM,152,INTRO TO GENERAL CHEMISTRY,TTH,12:55 PM,2:20 PM,MIRA,S6103,STAFF,01/29/2018,05/26/2018,16,48,CANCELLED
84779,CHEM,152,INTRO TO GENERAL CHEMISTRY,MW,5:00 PM,6:25 PM,MIRA,M108,"LAPERA, S",01/29/2018,05/26/2018,16,4,PAST ADD DATE
42655,CHEM,152,INTRO TO GENERAL CHEMISTRY,TTH,5:00 PM,6:25 PM,MIRA,S6103,"MCMAHON, S",01/29/2018,05/26/2018,16,17,PAST ADD DATE
2386,CHEM,152,INTRO TO GENERAL CHEMISTRY,MW,6:35 PM,8:00 PM,MIRA,S6107,STAFF,01/29/2018,05/26/2018,16,0,CANCELLED
61610,CHEM,152L,INTRO TO GENERAL CHEM LAB,M,7:50 AM,11:00 AM,MIRA,S5200,"BOWERS, R",01/29/2018,05/26/2018,16,13,PAST ADD DATE
84744,CHEM,152L,INTRO TO GENERAL CHEM LAB,T,7:50 AM,11:00 AM,MIRA,S5200,"SELCHAU, L",01/29/2018,05/26/2018,16,3,PAST ADD DATE
42813,CHEM,152L,INTRO TO GENERAL CHEM LAB,W,7:50 AM,11:00 AM,MIRA,S5200,"BOWERS, R",01/29/2018,05/26/2018,16,18,PAST ADD DATE
84757,CHEM,152L,INTRO TO GENERAL CHEM LAB,TH,7:50 AM,11:00 AM,MIRA,S5200,"SELCHAU, L",01/29/2018,05/26/2018,16,6,PAST ADD DATE
87915,CHEM,152L,INTRO TO GENERAL CHEM LAB,F,7:50 AM,11:00 AM,MIRA,S5200,"CORRIGAN STEFFEY, A",01/29/2018,05/26/2018,16,3,PAST ADD DATE
2390,CHEM,152L,INTRO TO GENERAL CHEM LAB,S,9:00 AM,12:10 PM,MIRA,S5200,STAFF,01/29/2018,05/26/2018,16,0,CANCELLED
42632,CHEM,152L,INTRO TO GENERAL CHEM LAB,M,11:10 AM,2:20 PM,MIRA,S5200,"HOFLER, A",01/29/2018,05/26/2018,16,2,PAST ADD DATE
60723,CHEM,152L,INTRO TO GENERAL CHEM LAB,T,11:10 AM,2:20 PM,MIRA,S5200,"SMITH, G",01/29/2018,05/26/2018,16,4,PAST ADD DATE
75339,CHEM,152L,INTRO TO GENERAL CHEM LAB,W,11:10 AM,2:20 PM,MIRA,S5200,"MORETTI, J",01/29/2018,05/26/2018,16,14,PAST ADD DATE
59895,CHEM,152L,INTRO TO GENERAL CHEM LAB,TH,11:10 AM,2:20 PM,MIRA,S5200,"SMITH, G",01/29/2018,05/26/2018,16,7,PAST ADD DATE
9099,CHEM,152L,INTRO TO GENERAL CHEM LAB,F,11:10 AM,2:20 PM,MIRA,S5200,"MORETTI, J",01/29/2018,05/26/2018,16,6,PAST ADD DATE
61845,CHEM,152L,INTRO TO GENERAL CHEM LAB,T,2:30 PM,5:40 PM,MIRA,S5200,STAFF,01/29/2018,05/26/2018,16,24,CANCELLED
